8.747268866065739668e-02,2.711776834158894367e-01,3.976986550195277942e-02,9.041042091596224184e-02,2.757000571370205044e-01,4.840035791361688156e-02,1.017681355558934346e-02,2.694259245955996952e-03
9.073108813122128524e-02,2.600585967952293576e-01,3.747719536023725456e-02,8.747268866065739668e-02,2.711776834158894367e-01,3.976986550195277942e-02,1.181133314940472322e-02,2.694259245955996952e-03
9.946275724703239340e-02,2.441050920566382731e-01,3.908217545900490725e-02,9.073108813122128524e-02,2.600585967952293576e-01,3.747719536023725456e-02,1.825739083521240452e-02,2.694259245955996952e-03
1.129472061450391834e-01,2.248877258465115381e-01,4.247824153324097907e-02,9.946275724703239340e-02,2.441050920566382731e-01,3.908217545900490725e-02,2.372068276668390027e-02,2.694259245955996952e-03
1.304663171797599830e-01,2.037853166760421053e-01,4.589243708238140151e-02,1.129472061450391834e-01,2.248877258465115381e-01,4.247824153324097907e-02,2.763851760664017346e-02,2.694259245955996952e-03
1.513043449232830406e-01,1.819849449212203318e-01,4.788541337031275436e-02,1.304663171797599830e-01,2.037853166760421053e-01,4.589243708238140151e-02,3.022336121897305217e-02,2.694259245955996952e-03
1.747479161652665536e-01,1.604819528228343672e-01,4.735142942537227950e-02,1.513043449232830406e-01,1.819849449212203318e-01,4.788541337031275436e-02,3.181610976556781961e-02,2.694259245955996952e-03
2.000860299129386677e-01,1.400799444864696264e-01,4.351835204034789489e-02,1.747479161652665536e-01,1.604819528228343672e-01,4.735142942537227950e-02,3.275598318913130330e-02,2.694259245955996952e-03
2.266100573910975469e-01,1.213907858825089836e-01,3.594765577247818061e-02,2.000860299129386677e-01,1.400799444864696264e-01,4.351835204034789489e-02,3.331852525197446374e-02,2.694259245955996952e-03
2.536137420421110678e-01,1.048346048461330782e-01,2.453442294345236502e-02,2.266100573910975469e-01,1.213907858825089836e-01,3.594765577247818061e-02,3.366850158308488244e-02,2.694259245955996952e-03
-1.213607622159502408e-01,-1.225786564268074030e-01,2.906933724200946312e-01,-8.450946119277681634e-02,-7.781252052789666696e-02,2.873649048304630638e-01,5.807842979037496772e-02,3.161986349296654411e-03
-1.493266272977644693e-01,-1.507767580514840777e-01,2.943875840323960658e-01,-1.213607622159502408e-01,-1.225786564268074030e-01,2.906933724200946312e-01,3.988570852380952936e-02,3.161986349296654411e-03
-1.701312589571918332e-01,-1.650211134290857640e-01,2.984895215668262880e-01,-1.493266272977644693e-01,-1.507767580514840777e-01,2.943875840323960658e-01,2.554525885843056052e-02,3.161986349296654411e-03
-1.852783519655705757e-01,-1.677887676083358592e-01,3.030138531619620545e-01,-1.701312589571918332e-01,-1.650211134290857640e-01,2.984895215668262880e-01,1.604879785663525932e-02,3.161986349296654411e-03
-1.960510933466045325e-01,-1.614195226595218358e-01,3.079479331954980137e-01,-1.852783519655705757e-01,-1.677887676083358592e-01,3.030138531619620545e-01,1.345230031845752981e-02,3.161986349296654411e-03
-2.035121623763633258e-01,-1.481159376744952960e-01,3.132518022842461503e-01,-1.960510933466045325e-01,-1.614195226595218358e-01,3.079479331954980137e-01,1.614880651414300067e-02,3.161986349296654411e-03
-2.085037305832821430e-01,-1.299433287666721393e-01,3.188581872841364517e-01,-2.035121623763633258e-01,-1.481159376744952960e-01,3.132518022842461503e-01,1.966191802566604266e-02,3.161986349296654411e-03
-2.116474617481621801e-01,-1.088297690710323951e-01,3.246725012902167418e-01,-2.085037305832821430e-01,-1.299433287666721393e-01,3.188581872841364517e-01,2.212400723240892653e-02,3.161986349296654411e-03
-2.133445119041701699e-01,-8.656608874412016763e-02,3.305728436366524581e-01,-2.116474617481621801e-01,-1.088297690710323951e-01,3.246725012902167418e-01,2.309470676878335599e-02,3.161986349296654411e-03
-2.137755293368386045e-01,-6.480587496404394132e-02,3.364099998967267080e-01,-2.133445119041701699e-01,-8.656608874412016763e-02,3.305728436366524581e-01,2.253364313612886069e-02,3.161986349296654411e-03
