name,time,flow_in,flow_out,pressure_in,pressure_out
branch38_seg0,2.5000000000000000e-01,6.5482275746247797e-05,6.5482275745976800e-05,6.4405159913175768e+04,6.3548854210830272e+04
branch38_seg0,5.0000000000000000e-01,6.5482275746748874e-05,6.5482275746872812e-05,6.4405159915932025e+04,6.3548854213588507e+04
branch38_seg0,7.5000000000000000e-01,6.5482275746422475e-05,6.5482275746366544e-05,6.4405159914818352e+04,6.3548854212474471e+04
branch38_seg0,1.0000000000000000e+00,6.5482275746640047e-05,6.5482275746664903e-05,6.4405159915256765e+04,6.3548854212912534e+04
branch39_seg0,0.0000000000000000e+00,6.5482275746310098e-05,6.5482275747031919e-05,6.5433111628913663e+04,6.4405159919798083e+04
branch39_seg0,2.5000000000000000e-01,6.5482275746583777e-05,6.5482275746247797e-05,6.5433111622314609e+04,6.4405159913175768e+04
branch39_seg0,5.0000000000000000e-01,6.5482275746594159e-05,6.5482275746748874e-05,6.5433111625060563e+04,6.4405159915932025e+04
branch39_seg0,7.5000000000000000e-01,6.5482275746492881e-05,6.5482275746422475e-05,6.5433111623951030e+04,6.4405159914818352e+04
branch39_seg0,1.0000000000000000e+00,6.5482275746608457e-05,6.5482275746640047e-05,6.5433111624388148e+04,6.4405159915256765e+04
branch40_seg0,0.0000000000000000e+00,6.5482275745403962e-05,6.5482275746310098e-05,6.6684690327376025e+04,6.5433111628913663e+04
branch40_seg0,2.5000000000000000e-01,6.5482275747008392e-05,6.5482275746583777e-05,6.6684690320831054e+04,6.5433111622314609e+04
branch40_seg0,5.0000000000000000e-01,6.5482275746397064e-05,6.5482275746594159e-05,6.6684690323552277e+04,6.5433111625060563e+04
